,Indicador,Data,Reuniao,Media,Mediana,DesvioPadrao,Minimo,Maximo,numeroRespondentes,baseCalculo
16306,Selic,2020-05-21,R5/2020,2.28,2.25,0.27,1.5,3.25,103.0,0
16307,Selic,2020-05-21,R4/2020,2.37,2.25,0.21,2.25,3.25,103.0,0
16308,Selic,2020-05-20,R7/2021,3.13,3.0,0.86,2.0,5.5,92.0,0
16309,Selic,2020-05-20,R6/2021,2.98,2.75,0.83,1.5,5.5,92.0,0
16310,Selic,2020-05-20,R5/2021,2.85,2.5,0.8,1.0,5.0,93.0,0
16311,Selic,2020-05-20,R4/2021,2.63,2.25,0.67,1.0,4.75,93.0,0
16312,Selic,2020-05-20,R3/2021,2.54,2.25,0.59,1.0,4.25,93.0,0
16313,Selic,2020-05-20,R2/2021,2.41,2.25,0.48,1.0,4.25,94.0,0
16314,Selic,2020-05-20,R1/2021,2.32,2.25,0.36,1.0,3.25,95.0,0
16315,Selic,2020-05-20,R8/2020,2.27,2.25,0.32,1.0,3.25,103.0,0
16316,Selic,2020-05-20,R7/2020,2.27,2.25,0.32,1.0,3.25,103.0,0
16317,Selic,2020-05-20,R6/2020,2.28,2.25,0.31,1.0,3.25,103.0,0
16318,Selic,2020-05-20,R5/2020,2.29,2.25,0.28,1.5,3.25,103.0,0
16319,Selic,2020-05-20,R4/2020,2.37,2.25,0.22,2.25,3.25,103.0,0
16320,Selic,2020-05-19,R7/2021,3.13,3.0,0.86,2.0,5.5,92.0,0
16321,Selic,2020-05-19,R6/2021,2.98,2.75,0.83,1.5,5.5,92.0,0
16322,Selic,2020-05-19,R5/2021,2.85,2.5,0.79,1.0,5.0,93.0,0
16323,Selic,2020-05-19,R4/2021,2.63,2.25,0.67,1.0,4.75,93.0,0
16324,Selic,2020-05-19,R3/2021,2.54,2.25,0.59,1.0,4.25,93.0,0
16325,Selic,2020-05-19,R2/2021,2.41,2.25,0.48,1.0,4.25,94.0,0
16326,Selic,2020-05-19,R1/2021,2.32,2.25,0.36,1.0,3.25,95.0,0
16327,Selic,2020-05-19,R8/2020,2.27,2.25,0.32,1.0,3.25,103.0,0
16328,Selic,2020-05-19,R7/2020,2.27,2.25,0.32,1.0,3.25,103.0,0
16329,Selic,2020-05-19,R6/2020,2.28,2.25,0.31,1.0,3.25,103.0,0
16330,Selic,2020-05-19,R5/2020,2.3,2.25,0.28,1.5,3.25,103.0,0
16331,Selic,2020-05-19,R4/2020,2.38,2.25,0.22,2.25,3.25,103.0,0
16332,Selic,2020-05-18,R7/2021,3.14,3.0,0.86,2.0,5.5,91.0,0
16333,Selic,2020-05-18,R6/2021,2.99,2.75,0.83,1.5,5.5,91.0,0
16334,Selic,2020-05-18,R5/2021,2.86,2.63,0.8,1.0,5.0,92.0,0
16335,Selic,2020-05-18,R4/2021,2.64,2.25,0.68,1.0,4.75,92.0,0
16336,Selic,2020-05-18,R3/2021,2.54,2.25,0.6,1.0,4.25,92.0,0
16337,Selic,2020-05-18,R2/2021,2.41,2.25,0.48,1.0,4.25,93.0,0
16338,Selic,2020-05-18,R1/2021,2.32,2.25,0.36,1.0,3.25,94.0,0
16339,Selic,2020-05-18,R8/2020,2.27,2.25,0.32,1.0,3.25,103.0,0
16340,Selic,2020-05-18,R7/2020,2.27,2.25,0.32,1.0,3.25,103.0,0
16341,Selic,2020-05-18,R6/2020,2.28,2.25,0.31,1.0,3.25,103.0,0
16342,Selic,2020-05-18,R5/2020,2.3,2.25,0.28,1.5,3.25,103.0,0
16343,Selic,2020-05-18,R4/2020,2.38,2.25,0.22,2.25,3.25,103.0,0
16344,Selic,2020-05-15,R7/2021,3.13,3.0,0.85,2.0,5.5,91.0,0
16345,Selic,2020-05-15,R6/2021,2.99,2.75,0.82,1.5,5.5,91.0,0
16346,Selic,2020-05-15,R5/2021,2.86,2.75,0.79,1.0,5.0,92.0,0
16347,Selic,2020-05-15,R4/2021,2.66,2.38,0.68,1.0,4.75,92.0,0
16348,Selic,2020-05-15,R3/2021,2.57,2.25,0.6,1.0,4.25,92.0,0
16349,Selic,2020-05-15,R2/2021,2.43,2.25,0.48,1.0,4.25,92.0,0
16350,Selic,2020-05-15,R1/2021,2.34,2.25,0.36,1.0,3.25,93.0,0
16351,Selic,2020-05-15,R8/2020,2.28,2.25,0.32,1.0,3.25,102.0,0
16352,Selic,2020-05-15,R7/2020,2.29,2.25,0.32,1.0,3.25,102.0,0
16353,Selic,2020-05-15,R6/2020,2.29,2.25,0.32,1.0,3.25,102.0,0
16354,Selic,2020-05-15,R5/2020,2.31,2.25,0.28,1.5,3.25,102.0,0
16355,Selic,2020-05-15,R4/2020,2.39,2.25,0.23,2.25,3.25,102.0,0
16356,Selic,2020-05-14,R7/2021,3.33,3.25,0.91,2.0,6.0,90.0,0
16357,Selic,2020-05-14,R6/2021,3.18,3.0,0.88,1.5,5.75,90.0,0
16358,Selic,2020-05-14,R5/2021,3.09,3.0,0.9,1.0,5.75,92.0,0
16359,Selic,2020-05-14,R4/2021,2.89,2.75,0.81,1.0,5.25,92.0,0
16360,Selic,2020-05-14,R3/2021,2.79,2.75,0.73,1.0,4.75,92.0,0
16361,Selic,2020-05-14,R2/2021,2.63,2.5,0.6,1.0,4.5,91.0,0
16362,Selic,2020-05-14,R1/2021,2.52,2.5,0.47,1.0,3.75,92.0,0
16363,Selic,2020-05-14,R8/2020,2.45,2.25,0.45,1.0,3.75,103.0,0
16364,Selic,2020-05-14,R7/2020,2.44,2.25,0.43,1.0,3.75,103.0,0
16365,Selic,2020-05-14,R6/2020,2.44,2.25,0.42,1.0,3.75,103.0,0
16366,Selic,2020-05-14,R5/2020,2.46,2.25,0.39,1.5,3.75,103.0,0
16367,Selic,2020-05-14,R4/2020,2.55,2.5,0.34,2.25,3.75,103.0,0
16368,Selic,2020-05-13,R7/2021,3.37,3.25,0.91,2.0,6.0,90.0,0
16369,Selic,2020-05-13,R6/2021,3.23,3.0,0.89,1.5,5.75,90.0,0
16370,Selic,2020-05-13,R5/2021,3.13,3.0,0.9,1.0,5.75,92.0,0
16371,Selic,2020-05-13,R4/2021,2.95,2.75,0.84,1.0,5.25,93.0,0
16372,Selic,2020-05-13,R3/2021,2.86,2.75,0.76,1.0,4.75,93.0,0
16373,Selic,2020-05-13,R2/2021,2.69,2.5,0.63,1.0,4.5,92.0,0
16374,Selic,2020-05-13,R1/2021,2.55,2.5,0.48,1.0,3.75,93.0,0
16375,Selic,2020-05-13,R8/2020,2.48,2.5,0.45,1.0,3.75,104.0,0
16376,Selic,2020-05-13,R7/2020,2.47,2.5,0.44,1.0,3.75,104.0,0
16377,Selic,2020-05-13,R6/2020,2.47,2.5,0.43,1.0,3.75,104.0,0
16378,Selic,2020-05-13,R5/2020,2.49,2.5,0.4,1.5,3.75,104.0,0
16379,Selic,2020-05-13,R4/2020,2.58,2.5,0.35,2.0,3.75,104.0,0
16380,Selic,2020-05-12,R7/2021,3.39,3.25,0.91,2.0,6.0,90.0,0
16381,Selic,2020-05-12,R6/2021,3.25,3.0,0.89,1.5,5.75,90.0,0
16382,Selic,2020-05-12,R5/2021,3.15,3.0,0.91,1.0,5.75,92.0,0
16383,Selic,2020-05-12,R4/2021,2.98,2.75,0.84,1.0,5.25,93.0,0
16384,Selic,2020-05-12,R3/2021,2.88,2.75,0.75,1.0,4.75,93.0,0
16385,Selic,2020-05-12,R2/2021,2.7,2.63,0.63,1.0,4.5,92.0,0
16386,Selic,2020-05-12,R1/2021,2.57,2.5,0.47,1.0,3.75,93.0,0
16387,Selic,2020-05-12,R8/2020,2.49,2.5,0.46,1.0,3.75,104.0,0
16388,Selic,2020-05-12,R7/2020,2.48,2.5,0.44,1.0,3.75,104.0,0
16389,Selic,2020-05-12,R6/2020,2.49,2.5,0.43,1.0,3.75,104.0,0
16390,Selic,2020-05-12,R5/2020,2.5,2.5,0.4,1.5,3.75,104.0,0
16391,Selic,2020-05-12,R4/2020,2.59,2.5,0.35,2.0,3.75,104.0,0
16392,Selic,2020-05-11,R7/2021,3.43,3.25,0.91,2.0,6.0,88.0,0
16393,Selic,2020-05-11,R6/2021,3.28,3.0,0.88,1.5,5.75,88.0,0
16394,Selic,2020-05-11,R5/2021,3.17,3.0,0.91,1.0,5.75,90.0,0
16395,Selic,2020-05-11,R4/2021,2.98,2.75,0.84,1.0,5.25,92.0,0
16396,Selic,2020-05-11,R3/2021,2.89,2.75,0.75,1.0,4.75,92.0,0
16397,Selic,2020-05-11,R2/2021,2.72,2.75,0.63,1.0,4.5,91.0,0
16398,Selic,2020-05-11,R1/2021,2.59,2.5,0.48,1.0,3.75,92.0,0
16399,Selic,2020-05-11,R8/2020,2.5,2.5,0.46,1.0,3.75,103.0,0
16400,Selic,2020-05-11,R7/2020,2.49,2.5,0.44,1.0,3.75,103.0,0
16401,Selic,2020-05-11,R6/2020,2.5,2.5,0.44,1.0,3.75,103.0,0
16402,Selic,2020-05-11,R5/2020,2.51,2.5,0.4,1.5,3.75,103.0,0
16403,Selic,2020-05-11,R4/2020,2.6,2.5,0.34,2.0,3.75,103.0,0
16404,Selic,2020-05-08,R7/2021,3.54,3.5,0.92,2.0,6.0,89.0,0
16405,Selic,2020-05-08,R6/2021,3.39,3.25,0.9,2.0,5.75,89.0,0
16406,Selic,2020-05-08,R5/2021,3.31,3.0,0.91,2.0,5.75,93.0,0
16407,Selic,2020-05-08,R4/2021,3.12,2.75,0.86,1.5,5.25,95.0,0
16408,Selic,2020-05-08,R3/2021,3.03,2.75,0.77,1.5,4.75,95.0,0
16409,Selic,2020-05-08,R2/2021,2.83,2.75,0.62,1.5,4.5,94.0,0
16410,Selic,2020-05-08,R1/2021,2.68,2.75,0.46,1.5,3.75,95.0,0
16411,Selic,2020-05-08,R8/2020,2.59,2.5,0.42,1.5,3.75,105.0,0
16412,Selic,2020-05-08,R7/2020,2.56,2.5,0.45,0.5,3.75,106.0,0
