,Indicador,Data,DataReferencia,Media,Mediana,DesvioPadrao,Minimo,Maximo,numeroRespondentes,baseCalculo
305,PIB Total,2002-02-04,4/2001,0.48,0.38,0.78,-0.8,1.9,,0
306,PIB Total,2002-02-04,1/2002,-0.12,-0.05,1.23,-2.9,2.1,,0
307,PIB Total,2002-02-04,2/2002,1.69,1.74,0.56,0.2,2.5,,0
308,PIB Total,2002-02-04,3/2002,3.34,3.23,0.95,1.91,6.68,,0
309,PIB Total,2002-02-04,4/2002,3.82,3.7,1.23,2.0,7.78,,0
310,PIB Total,2002-02-05,4/2001,0.45,0.25,0.79,-0.8,1.9,,0
311,PIB Total,2002-02-05,1/2002,-0.1,0.0,1.21,-2.9,2.1,,0
312,PIB Total,2002-02-05,2/2002,1.71,1.74,0.56,0.2,2.5,,0
313,PIB Total,2002-02-05,3/2002,3.33,3.22,0.94,1.91,6.68,,0
314,PIB Total,2002-02-05,4/2002,3.84,3.8,1.21,2.0,7.78,,0
315,PIB Total,2002-02-06,4/2001,0.45,0.25,0.79,-0.8,1.9,,0
316,PIB Total,2002-02-06,1/2002,-0.1,0.0,1.21,-2.9,2.1,,0
317,PIB Total,2002-02-06,2/2002,1.71,1.74,0.56,0.2,2.5,,0
318,PIB Total,2002-02-06,3/2002,3.33,3.22,0.94,1.91,6.68,,0
319,PIB Total,2002-02-06,4/2002,3.84,3.8,1.21,2.0,7.78,,0
320,PIB Total,2002-02-07,4/2001,0.45,0.25,0.79,-0.8,1.9,,0
321,PIB Total,2002-02-07,1/2002,-0.1,0.0,1.21,-2.9,2.1,,0
322,PIB Total,2002-02-07,2/2002,1.71,1.74,0.56,0.2,2.5,,0
323,PIB Total,2002-02-07,3/2002,3.33,3.22,0.94,1.91,6.68,,0
324,PIB Total,2002-02-07,4/2002,3.84,3.8,1.21,2.0,7.78,,0
325,PIB Total,2002-02-08,4/2001,0.43,0.2,0.79,-0.8,1.9,,0
326,PIB Total,2002-02-08,1/2002,-0.08,0.0,1.21,-2.9,2.1,,0
327,PIB Total,2002-02-08,2/2002,1.68,1.72,0.55,0.2,2.5,,0
328,PIB Total,2002-02-08,3/2002,3.34,3.22,0.94,1.91,6.68,,0
329,PIB Total,2002-02-08,4/2002,3.93,3.85,1.29,2.0,7.78,,0
330,PIB Total,2002-02-11,4/2001,0.42,0.2,0.8,-0.8,1.9,,0
331,PIB Total,2002-02-11,1/2002,-0.16,-0.09,1.28,-2.9,2.1,,0
332,PIB Total,2002-02-11,2/2002,1.62,1.7,0.54,0.2,2.4,,0
333,PIB Total,2002-02-11,3/2002,3.39,3.23,1.0,1.91,6.68,,0
334,PIB Total,2002-02-11,4/2002,4.03,4.1,1.35,2.0,7.78,,0
335,PIB Total,2002-02-13,4/2001,0.42,0.2,0.8,-0.8,1.9,,0
336,PIB Total,2002-02-13,1/2002,-0.16,-0.09,1.28,-2.9,2.1,,0
337,PIB Total,2002-02-13,2/2002,1.62,1.7,0.54,0.2,2.4,,0
338,PIB Total,2002-02-13,3/2002,3.39,3.23,1.0,1.91,6.68,,0
339,PIB Total,2002-02-13,4/2002,4.03,4.1,1.35,2.0,7.78,,0
340,PIB Total,2002-02-14,4/2001,0.4,0.16,0.8,-0.8,1.9,,0
341,PIB Total,2002-02-14,1/2002,-0.28,-0.55,1.21,-2.9,2.1,,0
342,PIB Total,2002-02-14,2/2002,1.63,1.7,0.53,0.2,2.4,,0
343,PIB Total,2002-02-14,3/2002,3.45,3.32,1.01,1.91,6.68,,0
344,PIB Total,2002-02-14,4/2002,4.05,4.15,1.33,2.0,7.78,,0
345,PIB Total,2002-02-15,4/2001,0.4,0.2,0.78,-0.8,1.7,,0
346,PIB Total,2002-02-15,1/2002,-0.25,-0.5,1.2,-2.9,2.1,,0
347,PIB Total,2002-02-15,2/2002,1.68,1.74,0.54,0.2,2.5,,0
348,PIB Total,2002-02-15,3/2002,3.51,3.5,0.96,1.91,6.68,,0
349,PIB Total,2002-02-15,4/2002,4.05,4.1,1.28,2.0,7.78,,0
350,PIB Total,2002-02-18,4/2001,0.4,0.2,0.78,-0.8,1.7,,0
351,PIB Total,2002-02-18,1/2002,-0.2,-0.3,1.2,-2.9,2.1,,0
352,PIB Total,2002-02-18,2/2002,1.67,1.72,0.53,0.2,2.5,,0
353,PIB Total,2002-02-18,3/2002,3.48,3.45,0.96,1.91,6.68,,0
354,PIB Total,2002-02-18,4/2002,4.02,4.05,1.27,2.0,7.78,,0
355,PIB Total,2002-02-19,4/2001,0.4,0.2,0.78,-0.8,1.7,,0
356,PIB Total,2002-02-19,1/2002,-0.19,-0.28,1.19,-2.9,2.1,,0
357,PIB Total,2002-02-19,2/2002,1.68,1.72,0.53,0.2,2.5,,0
358,PIB Total,2002-02-19,3/2002,3.48,3.45,0.96,1.91,6.68,,0
359,PIB Total,2002-02-19,4/2002,4.02,4.05,1.27,2.0,7.78,,0
360,PIB Total,2002-02-20,4/2001,0.38,0.11,0.78,-0.8,1.7,,0
361,PIB Total,2002-02-20,1/2002,-0.2,-0.28,1.18,-2.9,2.1,,0
362,PIB Total,2002-02-20,2/2002,1.68,1.72,0.54,0.2,2.5,,0
363,PIB Total,2002-02-20,3/2002,3.48,3.45,0.96,1.91,6.68,,0
364,PIB Total,2002-02-20,4/2002,4.04,4.05,1.27,2.0,7.78,,0
365,PIB Total,2002-02-21,4/2001,0.38,0.11,0.78,-0.8,1.7,,0
366,PIB Total,2002-02-21,1/2002,-0.2,-0.28,1.18,-2.9,2.1,,0
367,PIB Total,2002-02-21,2/2002,1.68,1.72,0.54,0.2,2.5,,0
368,PIB Total,2002-02-21,3/2002,3.48,3.45,0.96,1.91,6.68,,0
369,PIB Total,2002-02-21,4/2002,4.04,4.05,1.27,2.0,7.78,,0
370,PIB Total,2002-02-22,4/2001,0.36,0.1,0.79,-0.8,1.7,,0
371,PIB Total,2002-02-22,1/2002,-0.2,-0.28,1.18,-2.9,2.1,,0
372,PIB Total,2002-02-22,2/2002,1.68,1.72,0.54,0.2,2.5,,0
373,PIB Total,2002-02-22,3/2002,3.48,3.45,0.96,1.91,6.68,,0
374,PIB Total,2002-02-22,4/2002,4.04,4.05,1.27,2.0,7.78,,0
375,PIB Total,2002-02-25,4/2001,0.4,0.11,0.77,-0.8,1.7,,0
376,PIB Total,2002-02-25,1/2002,-0.21,-0.28,1.17,-2.9,2.1,,0
377,PIB Total,2002-02-25,2/2002,1.69,1.72,0.54,0.2,2.5,,0
378,PIB Total,2002-02-25,3/2002,3.49,3.45,0.96,1.91,6.68,,0
379,PIB Total,2002-02-25,4/2002,4.01,4.0,1.27,2.0,7.78,,0
380,PIB Total,2002-02-26,4/2001,0.37,0.11,0.75,-0.8,1.7,,0
381,PIB Total,2002-02-26,1/2002,-0.21,-0.24,1.17,-2.9,2.1,,0
382,PIB Total,2002-02-26,2/2002,1.69,1.74,0.53,0.2,2.5,,0
383,PIB Total,2002-02-26,3/2002,3.49,3.45,0.96,1.91,6.68,,0
384,PIB Total,2002-02-26,4/2002,4.06,4.0,1.24,1.72,7.78,,0
385,PIB Total,2002-02-27,4/2001,0.43,0.14,0.8,-0.8,2.2,,0
386,PIB Total,2002-02-27,1/2002,-0.21,-0.24,1.17,-2.9,2.1,,0
387,PIB Total,2002-02-27,2/2002,1.69,1.74,0.53,0.2,2.5,,0
388,PIB Total,2002-02-27,3/2002,3.49,3.45,0.96,1.91,6.68,,0
389,PIB Total,2002-02-27,4/2002,4.06,4.0,1.24,1.72,7.78,,0
390,PIB Total,2002-02-28,4/2001,0.38,0.1,0.82,-0.8,2.2,,0
391,PIB Total,2002-02-28,1/2002,-0.18,0.0,1.18,-2.9,2.1,,0
392,PIB Total,2002-02-28,2/2002,1.69,1.74,0.54,0.2,2.5,,0
393,PIB Total,2002-02-28,3/2002,3.49,3.4,0.97,1.91,6.68,,0
394,PIB Total,2002-02-28,4/2002,4.07,4.1,1.27,1.72,7.78,,0
395,PIB Total,2002-03-01,1/2002,-0.16,0.12,1.2,-2.9,2.1,,0
396,PIB Total,2002-03-01,2/2002,1.7,1.77,0.55,0.2,2.5,,0
397,PIB Total,2002-03-01,3/2002,3.49,3.35,0.99,1.91,6.68,,0
398,PIB Total,2002-03-01,4/2002,4.07,4.05,1.29,1.72,7.78,,0
399,PIB Total,2002-03-01,1/2003,4.0,4.0,0.0,4.0,4.0,,0
400,PIB Total,2002-03-04,1/2002,-0.18,0.0,1.18,-2.9,2.1,,0
401,PIB Total,2002-03-04,2/2002,1.7,1.8,0.54,0.2,2.5,,0
402,PIB Total,2002-03-04,3/2002,3.5,3.4,0.97,1.91,6.68,,0
403,PIB Total,2002-03-04,4/2002,4.09,4.2,1.3,1.72,7.78,,0
404,PIB Total,2002-03-04,1/2003,4.0,4.0,0.0,4.0,4.0,,0
405,PIB Total,2002-03-05,1/2002,-0.01,0.12,1.43,-2.9,3.6,,0
406,PIB Total,2002-03-05,2/2002,1.83,1.85,0.73,0.2,3.7,,0
407,PIB Total,2002-03-05,3/2002,3.5,3.4,0.99,1.91,6.68,,0
408,PIB Total,2002-03-05,4/2002,4.13,4.3,1.33,1.72,7.78,,0
409,PIB Total,2002-03-05,1/2003,4.0,4.0,0.0,4.0,4.0,,0
410,PIB Total,2002-03-06,1/2002,-0.01,0.12,1.43,-2.9,3.6,,0
411,PIB Total,2002-03-06,2/2002,1.82,1.85,0.73,0.2,3.7,,0
412,PIB Total,2002-03-06,3/2002,3.51,3.4,0.99,1.91,6.68,,0
413,PIB Total,2002-03-06,4/2002,4.12,4.2,1.33,1.72,7.78,,0
414,PIB Total,2002-03-06,1/2003,4.0,4.0,0.0,4.0,4.0,,0
415,PIB Total,2002-03-07,2/2002,1.82,1.85,0.73,0.2,3.7,,0
416,PIB Total,2002-03-07,3/2002,3.41,3.4,0.77,1.91,4.7,,0
417,PIB Total,2002-03-07,4/2002,4.03,4.2,1.15,1.72,6.3,,0
418,PIB Total,2002-03-07,1/2003,4.0,4.0,0.0,4.0,4.0,,0
419,PIB Total,2002-03-07,1/2002,0.02,0.12,1.38,-2.9,3.6,,0
420,PIB Total,2002-03-08,1/2002,0.25,0.43,1.65,-2.9,4.7,,0
421,PIB Total,2002-03-08,2/2002,1.91,1.9,0.87,0.2,4.2,,0
422,PIB Total,2002-03-08,3/2002,3.34,3.28,0.72,1.91,4.59,,0
423,PIB Total,2002-03-08,4/2002,3.96,4.15,1.14,1.72,6.3,,0
424,PIB Total,2002-03-08,1/2003,4.8,4.8,0.99,4.1,5.5,,0
425,PIB Total,2002-03-11,1/2002,0.25,0.43,1.65,-2.9,4.7,,0
426,PIB Total,2002-03-11,2/2002,1.91,1.9,0.87,0.2,4.2,,0
427,PIB Total,2002-03-11,3/2002,3.34,3.28,0.72,1.91,4.59,,0
428,PIB Total,2002-03-11,4/2002,3.96,4.15,1.14,1.72,6.3,,0
429,PIB Total,2002-03-11,1/2003,4.8,4.8,0.99,4.1,5.5,,0
430,PIB Total,2002-03-12,1/2002,0.3,0.43,1.7,-2.9,4.7,,0
431,PIB Total,2002-03-12,2/2002,1.97,1.9,0.9,0.2,4.2,,0
432,PIB Total,2002-03-12,3/2002,3.38,3.29,0.71,1.91,4.59,,0
433,PIB Total,2002-03-12,4/2002,3.99,4.2,1.15,1.72,6.3,,0
434,PIB Total,2002-03-12,1/2003,4.8,4.8,0.99,4.1,5.5,,0
435,PIB Total,2002-03-13,1/2002,0.27,0.43,1.73,-2.9,4.7,,0
436,PIB Total,2002-03-13,2/2002,1.98,1.9,0.9,0.2,4.2,,0
437,PIB Total,2002-03-13,3/2002,3.4,3.29,0.75,1.91,4.79,,0
438,PIB Total,2002-03-13,4/2002,4.0,4.2,1.16,1.72,6.3,,0
439,PIB Total,2002-03-13,1/2003,4.8,4.8,0.99,4.1,5.5,,0
440,PIB Total,2002-03-14,1/2002,0.05,0.24,1.51,-2.9,3.6,,0
441,PIB Total,2002-03-14,2/2002,1.88,1.9,0.78,0.2,3.7,,0
442,PIB Total,2002-03-14,3/2002,3.46,3.4,0.78,1.91,4.79,,0
443,PIB Total,2002-03-14,4/2002,4.01,4.2,1.13,1.72,6.3,,0
444,PIB Total,2002-03-14,1/2003,3.95,4.45,1.79,1.4,5.5,,0
445,PIB Total,2002-03-15,1/2002,0.07,0.24,1.5,-2.9,3.6,,0
446,PIB Total,2002-03-15,2/2002,1.89,1.9,0.78,0.2,3.7,,0
447,PIB Total,2002-03-15,3/2002,3.51,3.55,0.69,1.91,4.79,,0
448,PIB Total,2002-03-15,4/2002,4.16,4.3,1.05,1.72,6.3,,0
449,PIB Total,2002-03-15,1/2003,3.86,4.1,1.57,1.4,5.5,,0
450,PIB Total,2002-03-18,1/2002,0.13,-0.07,1.71,-3.1,3.62,,0
451,PIB Total,2002-03-18,2/2002,2.06,1.92,0.97,0.5,4.97,,0
452,PIB Total,2002-03-18,3/2002,3.53,3.44,0.71,1.91,4.79,,0
453,PIB Total,2002-03-18,4/2002,4.31,4.4,0.98,1.72,6.18,,0
454,PIB Total,2002-03-18,1/2003,3.55,3.8,1.59,1.4,5.5,,0
455,PIB Total,2002-03-19,1/2002,0.43,0.15,1.98,-3.1,3.7,,0
456,PIB Total,2002-03-19,2/2002,2.17,1.92,1.14,0.3,4.97,,0
457,PIB Total,2002-03-19,3/2002,3.56,3.6,0.69,1.91,4.79,,0
458,PIB Total,2002-03-19,4/2002,4.61,4.73,1.11,1.72,6.5,,0
459,PIB Total,2002-03-19,1/2003,3.57,3.7,1.46,1.4,5.5,,0
460,PIB Total,2002-03-20,1/2002,0.33,-0.14,2.03,-3.1,3.7,,0
461,PIB Total,2002-03-20,2/2002,2.05,1.9,1.3,-1.3,4.97,,0
462,PIB Total,2002-03-20,3/2002,3.42,3.6,0.95,0.5,4.79,,0
463,PIB Total,2002-03-20,4/2002,4.55,4.62,1.11,1.72,6.5,,0
464,PIB Total,2002-03-20,1/2003,3.64,3.8,1.27,1.4,5.5,,0
465,PIB Total,2002-03-21,1/2002,0.33,-0.14,2.03,-3.1,3.7,,0
466,PIB Total,2002-03-21,2/2002,2.05,1.9,1.3,-1.3,4.97,,0
467,PIB Total,2002-03-21,3/2002,3.42,3.6,0.95,0.5,4.79,,0
468,PIB Total,2002-03-21,4/2002,4.55,4.62,1.11,1.72,6.5,,0
469,PIB Total,2002-03-21,1/2003,3.64,3.8,1.27,1.4,5.5,,0
470,PIB Total,2002-03-22,1/2002,0.15,0.06,2.1,-3.84,3.7,,0
471,PIB Total,2002-03-22,2/2002,1.94,1.82,1.29,-1.3,4.97,,0
472,PIB Total,2002-03-22,3/2002,3.5,3.6,1.08,0.5,6.03,,0
473,PIB Total,2002-03-22,4/2002,4.66,4.45,1.55,1.72,9.51,,0
474,PIB Total,2002-03-22,1/2003,4.11,4.0,1.78,1.4,8.2,,0
475,PIB Total,2002-03-25,1/2002,0.14,-0.11,2.06,-3.84,3.7,,0
476,PIB Total,2002-03-25,2/2002,1.9,1.89,1.19,-1.3,4.0,,0
477,PIB Total,2002-03-25,3/2002,3.55,3.6,1.08,0.5,6.03,,0
478,PIB Total,2002-03-25,4/2002,4.65,4.45,1.49,1.72,9.51,,0
479,PIB Total,2002-03-25,1/2003,3.99,3.8,1.65,1.4,8.2,,0
480,PIB Total,2002-03-26,1/2002,0.25,0.07,2.11,-3.84,3.7,,0
481,PIB Total,2002-03-26,2/2002,1.94,1.9,1.19,-1.3,4.0,,0
482,PIB Total,2002-03-26,3/2002,3.57,3.6,1.06,0.5,6.03,,0
483,PIB Total,2002-03-26,4/2002,4.63,4.4,1.46,1.72,9.51,,0
484,PIB Total,2002-03-26,1/2003,3.99,3.9,1.59,1.4,8.2,,0
485,PIB Total,2002-03-27,1/2002,0.25,0.07,2.11,-3.84,3.7,,0
486,PIB Total,2002-03-27,2/2002,1.94,1.9,1.19,-1.3,4.0,,0
487,PIB Total,2002-03-27,3/2002,3.57,3.6,1.06,0.5,6.03,,0
488,PIB Total,2002-03-27,4/2002,4.63,4.4,1.46,1.72,9.51,,0
489,PIB Total,2002-03-27,1/2003,3.99,3.9,1.59,1.4,8.2,,0
490,PIB Total,2002-03-28,1/2002,0.31,0.07,2.15,-3.84,3.7,,0
491,PIB Total,2002-03-28,2/2002,1.95,1.9,1.19,-1.3,4.0,,0
492,PIB Total,2002-03-28,3/2002,3.55,3.59,1.06,0.5,6.03,,0
493,PIB Total,2002-03-28,4/2002,4.57,4.4,1.53,1.72,9.51,,0
494,PIB Total,2002-03-28,1/2003,3.92,3.8,1.55,1.4,8.2,,0
495,PIB Total,2002-04-01,1/2002,0.31,0.07,2.15,-3.84,3.7,,0
496,PIB Total,2002-04-01,2/2002,1.95,1.9,1.19,-1.3,4.0,,0
497,PIB Total,2002-04-01,3/2002,3.55,3.59,1.06,0.5,6.03,,0
498,PIB Total,2002-04-01,4/2002,4.57,4.4,1.53,1.72,9.51,,0
499,PIB Total,2002-04-01,1/2003,3.92,3.8,1.55,1.4,8.2,,0
500,PIB Total,2002-04-02,1/2002,0.29,-0.11,2.12,-3.84,3.7,,0
501,PIB Total,2002-04-02,2/2002,1.96,1.93,1.17,-1.3,4.0,,0
502,PIB Total,2002-04-02,3/2002,3.68,3.65,1.01,0.5,6.03,,0
503,PIB Total,2002-04-02,4/2002,4.72,4.5,1.4,2.0,9.51,,0
504,PIB Total,2002-04-02,1/2003,3.92,3.8,1.55,1.4,8.2,,0
505,PIB Total,2002-04-03,1/2002,0.29,-0.11,2.12,-3.84,3.7,,0
506,PIB Total,2002-04-03,2/2002,1.96,1.93,1.17,-1.3,4.0,,0
507,PIB Total,2002-04-03,3/2002,3.68,3.65,1.01,0.5,6.03,,0
508,PIB Total,2002-04-03,4/2002,4.72,4.5,1.4,2.0,9.51,,0
509,PIB Total,2002-04-03,1/2003,3.92,3.8,1.55,1.4,8.2,,0
510,PIB Total,2002-04-04,1/2002,0.19,-0.11,2.02,-3.84,3.6,,0
511,PIB Total,2002-04-04,2/2002,1.91,1.9,1.14,-1.3,4.0,,0
512,PIB Total,2002-04-04,3/2002,3.68,3.7,0.99,0.5,6.03,,0
513,PIB Total,2002-04-04,4/2002,4.68,4.5,1.4,2.0,9.51,,0
514,PIB Total,2002-04-04,1/2003,3.92,3.8,1.55,1.4,8.2,,0
515,PIB Total,2002-04-05,1/2002,0.15,-0.13,2.0,-3.84,3.6,,0
516,PIB Total,2002-04-05,2/2002,1.9,1.9,1.13,-1.3,4.0,,0
517,PIB Total,2002-04-05,3/2002,3.69,3.7,0.98,0.5,6.03,,0
518,PIB Total,2002-04-05,4/2002,4.67,4.5,1.37,2.0,9.51,,0
519,PIB Total,2002-04-05,1/2003,3.93,3.9,1.5,1.4,8.2,,0
520,PIB Total,2002-04-08,1/2002,0.22,-0.11,2.0,-3.84,3.6,,0
521,PIB Total,2002-04-08,2/2002,1.93,1.9,1.13,-1.3,4.0,,0
522,PIB Total,2002-04-08,3/2002,3.68,3.7,0.99,0.5,6.03,,0
523,PIB Total,2002-04-08,4/2002,4.64,4.5,1.39,2.0,9.51,,0
524,PIB Total,2002-04-08,1/2003,3.93,3.9,1.5,1.4,8.2,,0
525,PIB Total,2002-04-09,1/2002,0.22,-0.11,2.0,-3.84,3.6,,0
526,PIB Total,2002-04-09,2/2002,1.93,1.9,1.13,-1.3,4.0,,0
527,PIB Total,2002-04-09,3/2002,3.68,3.7,0.99,0.5,6.03,,0
528,PIB Total,2002-04-09,4/2002,4.64,4.5,1.39,2.0,9.51,,0
529,PIB Total,2002-04-09,1/2003,3.93,3.9,1.5,1.4,8.2,,0
530,PIB Total,2002-04-10,1/2002,0.01,-0.14,1.85,-3.84,3.6,,0
531,PIB Total,2002-04-10,2/2002,1.81,1.89,1.02,-1.3,4.0,,0
532,PIB Total,2002-04-10,3/2002,3.65,3.6,0.96,0.5,6.03,,0
533,PIB Total,2002-04-10,4/2002,4.59,4.4,1.35,2.0,9.51,,0
534,PIB Total,2002-04-10,1/2003,3.93,3.9,1.5,1.4,8.2,,0
535,PIB Total,2002-04-11,1/2002,0.0,-0.14,1.85,-3.84,3.6,,0
536,PIB Total,2002-04-11,2/2002,1.8,1.89,1.02,-1.3,4.0,,0
537,PIB Total,2002-04-11,3/2002,3.65,3.6,0.96,0.5,6.03,,0
538,PIB Total,2002-04-11,4/2002,4.59,4.4,1.35,2.0,9.51,,0
539,PIB Total,2002-04-11,1/2003,3.93,3.9,1.5,1.4,8.2,,0
540,PIB Total,2002-04-12,1/2002,0.02,-0.14,1.83,-3.84,3.6,,0
541,PIB Total,2002-04-12,2/2002,1.8,1.89,1.02,-1.3,4.0,,0
542,PIB Total,2002-04-12,3/2002,3.65,3.6,0.96,0.5,6.03,,0
543,PIB Total,2002-04-12,4/2002,4.57,4.4,1.35,2.0,9.51,,0
544,PIB Total,2002-04-12,1/2003,3.9,3.75,1.5,1.4,8.2,,0
545,PIB Total,2002-04-15,1/2002,0.02,-0.14,1.84,-3.84,3.6,,0
546,PIB Total,2002-04-15,2/2002,1.79,1.89,1.02,-1.3,4.0,,0
547,PIB Total,2002-04-15,3/2002,3.63,3.6,0.94,0.5,6.03,,0
548,PIB Total,2002-04-15,4/2002,4.55,4.4,1.34,2.0,9.51,,0
549,PIB Total,2002-04-15,1/2003,3.87,3.7,1.46,1.4,8.2,,0
550,PIB Total,2002-04-16,1/2002,0.03,-0.14,1.84,-3.84,3.6,,0
551,PIB Total,2002-04-16,2/2002,1.8,1.89,1.02,-1.3,4.0,,0
552,PIB Total,2002-04-16,3/2002,3.62,3.6,0.95,0.5,6.03,,0
553,PIB Total,2002-04-16,4/2002,4.53,4.4,1.34,2.0,9.51,,0
554,PIB Total,2002-04-16,1/2003,3.88,3.75,1.41,1.4,8.2,,0
555,PIB Total,2002-04-17,1/2002,0.03,-0.14,1.84,-3.84,3.6,,0
556,PIB Total,2002-04-17,2/2002,1.8,1.89,1.02,-1.3,4.0,,0
557,PIB Total,2002-04-17,3/2002,3.62,3.6,0.95,0.5,6.03,,0
558,PIB Total,2002-04-17,4/2002,4.53,4.4,1.34,2.0,9.51,,0
559,PIB Total,2002-04-17,1/2003,3.88,3.75,1.41,1.4,8.2,,0
560,PIB Total,2002-04-18,1/2002,0.03,-0.31,1.87,-3.84,3.6,,0
561,PIB Total,2002-04-18,2/2002,1.8,1.89,1.04,-1.3,4.0,,0
562,PIB Total,2002-04-18,3/2002,3.62,3.6,0.96,0.5,6.03,,0
563,PIB Total,2002-04-18,4/2002,4.48,4.35,1.33,2.0,9.51,,0
564,PIB Total,2002-04-18,1/2003,3.99,3.8,1.38,1.4,8.2,,0
565,PIB Total,2002-04-19,1/2002,0.03,-0.31,1.87,-3.84,3.6,,0
566,PIB Total,2002-04-19,2/2002,1.8,1.89,1.04,-1.3,4.0,,0
567,PIB Total,2002-04-19,3/2002,3.62,3.6,0.96,0.5,6.03,,0
568,PIB Total,2002-04-19,4/2002,4.48,4.35,1.33,2.0,9.51,,0
569,PIB Total,2002-04-19,1/2003,3.99,3.8,1.38,1.4,8.2,,0
570,PIB Total,2002-04-22,1/2002,-0.1,-0.5,1.75,-3.84,3.5,,0
571,PIB Total,2002-04-22,2/2002,1.78,1.89,0.9,-0.2,4.0,,0
572,PIB Total,2002-04-22,3/2002,3.7,3.6,0.83,1.6,6.03,,0
573,PIB Total,2002-04-22,4/2002,4.57,4.4,1.3,2.0,9.51,,0
574,PIB Total,2002-04-22,1/2003,4.0,3.8,1.38,1.4,8.2,,0
575,PIB Total,2002-04-23,1/2002,-0.1,-0.5,1.75,-3.84,3.5,,0
576,PIB Total,2002-04-23,2/2002,1.78,1.87,0.9,-0.2,4.0,,0
577,PIB Total,2002-04-23,3/2002,3.71,3.6,0.83,1.6,6.03,,0
578,PIB Total,2002-04-23,4/2002,4.58,4.4,1.29,2.0,9.51,,0
579,PIB Total,2002-04-23,1/2003,4.0,3.8,1.37,1.4,8.2,,0
580,PIB Total,2002-04-24,1/2002,-0.13,-0.5,1.73,-3.84,3.5,,0
581,PIB Total,2002-04-24,2/2002,1.77,1.85,0.88,-0.2,4.0,,0
582,PIB Total,2002-04-24,3/2002,3.71,3.6,0.83,1.6,6.03,,0
583,PIB Total,2002-04-24,4/2002,4.58,4.4,1.29,2.0,9.51,,0
584,PIB Total,2002-04-24,1/2003,4.0,3.8,1.37,1.4,8.2,,0
585,PIB Total,2002-04-25,1/2002,-0.09,-0.5,1.71,-3.84,3.5,,0
586,PIB Total,2002-04-25,2/2002,1.76,1.83,0.87,-0.2,4.0,,0
587,PIB Total,2002-04-25,3/2002,3.66,3.6,0.84,1.6,6.03,,0
588,PIB Total,2002-04-25,4/2002,4.52,4.4,1.3,2.0,9.51,,0
589,PIB Total,2002-04-25,1/2003,4.0,3.8,1.37,1.4,8.2,,0
590,PIB Total,2002-04-26,1/2002,-0.22,-0.5,1.6,-3.84,3.5,,0
591,PIB Total,2002-04-26,2/2002,1.72,1.8,0.85,-0.2,4.0,,0
592,PIB Total,2002-04-26,3/2002,3.65,3.59,0.86,1.6,6.03,,0
593,PIB Total,2002-04-26,4/2002,4.54,4.4,1.33,2.0,9.51,,0
594,PIB Total,2002-04-26,1/2003,4.0,3.75,1.42,1.4,8.2,,0
595,PIB Total,2002-04-29,1/2002,-0.27,-0.5,1.58,-3.84,3.5,,0
596,PIB Total,2002-04-29,2/2002,1.69,1.7,0.83,-0.2,4.0,,0
597,PIB Total,2002-04-29,3/2002,3.66,3.56,0.83,1.6,6.03,,0
598,PIB Total,2002-04-29,4/2002,4.6,4.5,1.3,2.0,9.51,,0
599,PIB Total,2002-04-29,1/2003,3.88,3.7,1.46,1.4,8.2,,0
600,PIB Total,2002-04-30,1/2002,-0.26,-0.5,1.57,-3.84,3.5,,0
601,PIB Total,2002-04-30,2/2002,1.71,1.7,0.81,-0.2,4.0,,0
602,PIB Total,2002-04-30,3/2002,3.68,3.56,0.84,1.6,6.03,,0
603,PIB Total,2002-04-30,4/2002,4.56,4.5,1.26,2.0,9.51,,0
604,PIB Total,2002-04-30,1/2003,3.98,3.8,1.5,1.4,8.2,,0
605,PIB Total,2002-05-02,1/2002,-0.26,-0.5,1.57,-3.84,3.5,,0
606,PIB Total,2002-05-02,2/2002,1.71,1.7,0.81,-0.2,4.0,,0
607,PIB Total,2002-05-02,3/2002,3.68,3.56,0.84,1.6,6.03,,0
608,PIB Total,2002-05-02,4/2002,4.56,4.5,1.26,2.0,9.51,,0
609,PIB Total,2002-05-02,1/2003,3.98,3.8,1.5,1.4,8.2,,0
610,PIB Total,2002-05-03,1/2002,-0.26,-0.5,1.57,-3.84,3.5,,0
611,PIB Total,2002-05-03,2/2002,1.71,1.7,0.81,-0.2,4.0,,0
612,PIB Total,2002-05-03,3/2002,3.68,3.56,0.84,1.6,6.03,,0
613,PIB Total,2002-05-03,4/2002,4.56,4.5,1.26,2.0,9.51,,0
614,PIB Total,2002-05-03,1/2003,3.98,3.8,1.5,1.4,8.2,,0
615,PIB Total,2002-05-06,1/2002,-0.26,-0.5,1.57,-3.84,3.5,,0
616,PIB Total,2002-05-06,2/2002,1.71,1.7,0.81,-0.2,4.0,,0
617,PIB Total,2002-05-06,3/2002,3.68,3.56,0.84,1.6,6.03,,0
618,PIB Total,2002-05-06,4/2002,4.56,4.5,1.26,2.0,9.51,,0
619,PIB Total,2002-05-06,1/2003,3.98,3.8,1.5,1.4,8.2,,0
620,PIB Total,2002-05-07,1/2002,-0.26,-0.5,1.57,-3.84,3.5,,0
621,PIB Total,2002-05-07,2/2002,1.7,1.7,0.81,-0.2,4.0,,0
622,PIB Total,2002-05-07,3/2002,3.68,3.56,0.84,1.6,6.03,,0
623,PIB Total,2002-05-07,4/2002,4.57,4.5,1.25,2.0,9.51,,0
